URL: /
Timestamp: Sat Jul 29 2023 15:42:00 GMT-0400 (Eastern Daylight Time)
::1 - - [28/Aug/2023:04:30:00 +0000] "GET /movies/genre/Drama HTTP/1.1" 200 2 "-" "PostmanRuntime/7.32.3"
::1 - - [28/Aug/2023:04:30:20 +0000] "GET /movies/genre/Drama HTTP/1.1" 200 42029 "-" "PostmanRuntime/7.32.3"
::1 - - [28/Aug/2023:04:31:20 +0000] "GET /movies/genre/Drama HTTP/1.1" 500 19 "-" "PostmanRuntime/7.32.3"
::1 - - [30/Aug/2023:15:29:06 +0000] "GET /movies/genre/Drama HTTP/1.1" 500 19 "-" "PostmanRuntime/7.32.3"
::1 - - [30/Aug/2023:15:29:39 +0000] "GET /movies/genre/Drama HTTP/1.1" 500 19 "-" "PostmanRuntime/7.32.3"
::1 - - [30/Aug/2023:15:30:50 +0000] "GET /movies/genre/Drama HTTP/1.1" 500 19 "-" "PostmanRuntime/7.32.3"
::1 - - [30/Aug/2023:16:45:49 +0000] "GET /movies/genre/Drama HTTP/1.1" 500 19 "-" "PostmanRuntime/7.32.3"
::1 - - [30/Aug/2023:16:48:40 +0000] "GET /movies/genre/Drama HTTP/1.1" 500 19 "-" "PostmanRuntime/7.32.3"
::1 - - [30/Aug/2023:16:49:10 +0000] "GET /movies/genre/Drama HTTP/1.1" 500 19 "-" "PostmanRuntime/7.32.3"
::1 - - [30/Aug/2023:16:54:29 +0000] "GET /movies/genre/Drama HTTP/1.1" 200 42029 "-" "PostmanRuntime/7.32.3"
::1 - - [30/Aug/2023:16:54:44 +0000] "GET /movies/genre/drama HTTP/1.1" 200 2 "-" "PostmanRuntime/7.32.3"
::1 - - [30/Aug/2023:16:55:02 +0000] "GET /movies/genre/action HTTP/1.1" 200 2 "-" "PostmanRuntime/7.32.3"
::1 - - [30/Aug/2023:16:55:13 +0000] "GET /movies/genre/Action HTTP/1.1" 200 43602 "-" "PostmanRuntime/7.32.3"
::1 - - [30/Aug/2023:18:46:39 +0000] "GET /movies/genre/Action HTTP/1.1" 200 32 "-" "PostmanRuntime/7.32.3"
::1 - - [30/Aug/2023:18:47:22 +0000] "GET /movies/genre/Action HTTP/1.1" 500 19 "-" "PostmanRuntime/7.32.3"
